abacus	n．算盘
valetudinarian	n．体弱的人，过份担心生病的人
valiant	a.勇敢的，英勇的
valid	a.有根据的，正确的；有效的
validate	v.使…生效
validity	n.有效,合法性;正当,正确
valley	n.山谷，溪谷
valor	n.勇气
valorous	a.勇敢的
valour	n．英勇（
valuation	n. 评价,估价,价值判断
value	n.重要性；价值；评价 v.给…估价
valve	n.活门，阀门
vamp	n．靴面，鞋面
vampire	n．吸血鬼
vandal	n.破坏分子，捣毁者
vandalism	n.(对公物等)恶意破坏
vandalize	v.肆意破坏(公物)
vanguard	n．前卫，先锋
vanilla	n.香草，香子兰(热带兰科植物)
vanish	vi.消失，消散
vanity	n.虚荣，自负
vanquish	v.征服
vantage	n.优势，有利地位
vapid	a.索然无味的，枯燥的
vapor	n.蒸汽，雾气
vaporization	n.蒸发
vaporize	v.(使)蒸发
vaporous	a.无实质的
variability	n．变化性，变化无常
variable	n.可变物,变量
variance	n.矛盾，意见不一；不同
variant	n. 变体,异体
variation	n.变化；变奏(曲)
varicose	a.［医］静脉曲张的;治疗静脉曲张用的
varied	a. 不同的,杂色的,各式各样的
variegate	v.使…多样化；使…呈杂色
variegated	adj．斑驳的，形形色色的
variegation	n.杂色，班驳
variety	n.变化，多样化；种种；品种，变种
various	a.不同种的,各种各样的
varnish	n.清漆；v.涂上清漆
vary	v.有变化，相异；改变，变更
vascular	a.血管的，脉管的
vassal	n．陪臣，诸侯
vast	adj.巨大的，大量的;范围广的
vat	n.大桶
vault	n.拱顶；地窖
vaunt	v．吹嘘，炫耀
vaunting	a.吹嘘的
veal	n．小牛肉
vector	n.［数］矢量,向量;飞机航线;动力;干劲
veer	v.转向，改变(话题等)
vegetable	n.蔬菜
vegetarian	a.吃素的人;食草动物
vegetate	v．象植物般生活，无所事事
vegetation	n.植被
vehemence	n.热切，激烈，激情
vehement	a.猛烈的,强烈的
vehicle	n.交通工具；传播媒介
veil	n.面纱；遮蔽物，掩蔽物；v.以面纱掩盖
vein	n.静脉
velocity	n.速度；迅速
velvet	n.天鹅绒;鹿茸的嫩皮
velvety	a.天鹅绒般的
venal	a.受贿而为的，贪赃枉法的
venality	n．唯利是图
vend	v.贩卖
vendetta	n.世仇，宿怨
vendor	n.小贩
veneer	n.(镶于劣质东西上的)镶饰；虚饰的外表
venerable	a.可尊敬的,年高德劭的;古老的
venerate	v.崇敬，敬仰
vengeance	n.报仇，报复
vengeful	a.报复的，复仇心理的
venial	a.(错误等)轻微的，可原谅的
venison	n．鹿肉
venom	n.毒液；恶毒，痛恨
venomous	a.有毒的
vent	v.发泄(情绪)；开孔；n.孔，口
ventilate	v.使…通风，透风
ventilation	n. 通风孔；出口
ventral	a.腹的
ventriloquist	n.口技表演者，会口技的人
venture	n.冒险行政，冒险事业
venue	n.地点;会场
Venus	n.金星
veracious	a.诚实的，说真话的
veracity	n.真实性，诚实
verbal	a.口头的；与言辞有关的
verbatim	adv.逐字逐句地
verbiage	n.啰嗦，赘语，冗词
verbose	a.冗长的，啰嗦的
verbosity	n．唠叨，冗长
verboten	a.禁止的
verdant	a.青葱的，翠绿的
verdict	n.(陪审团的)裁决，决定
verdigris	n.铜锈，铜绿
verdure	n.青葱，青翠
verge	n.边缘
verifiability	n.可证实性
verified	a.核实的
verify	v.证明，证实
verisimilar	a.好像真实的；可能的
verisimilitude	n.逼真,可能性
veritable	a.确实的，名副其实的
vermin	n．害虫，寄生虫
vernacular	n.本国语，地方语
vernal	adj．春季的，春季似的
versant	n.斜度；坡度
versatile	a.多才多艺的；多用途的
versatility	n.(才能,用途等)多面性
verse	n.诗歌
versed	adj．熟练的，精通的
versemonger	n.拙劣诗人
version	n.译本;改写本;版本
versus	prep.(诉讼、竞赛等中)…对…
vertebrate	adj．脊椎动物
vertex	n.(三角形等)顶角；顶点，最高点
vertex angle	n.顶角
vertical	a.垂直的
vertical angle	n. 对顶角
vertiginous	adj．令人眩晕的
vertigo	n.眩晕
verve	n.(艺术作品的)神韵，气韵；(人)生机(尤指在文艺工作中)
vessel	n.血管；容器；船只
vest	n.贴身背心
vestige	n.(细微)痕迹，遗迹
vestigial	a.退化的
vestment	n.(作礼拜时教士的)法衣，官服
vesture	n．衣服，覆盖物
veteran	n.老兵，老手；a.经验丰富的
veterinary	a.兽医的
veto	n.否决(权)，禁止(权)
vex	v./n.(使)恼火
vexation	n.困扰，苦恼
vexatious	a.伤脑筋的
via	prep.经，经由，通过
viability	n.可行性；生存能力，存活力
viable	a.可行的；能活下去的
viaduct	n.高架桥
viand	n.一件食品
viands	n．食品，食物
vibrancy	n.生机勃勃，活泼
vibrant	a.振动的；(颜色)鲜明的，明快的；生机勃勃的
vibrate	v.(使)颤动，振动
vibration	n.振动，摇摆
vicar	n.教区牧师
vicarious	a.替代别人(感受，做)的，代理的
vice	n.坏事，罪恶；不道德；缺点；老虎钳
vice versa	adv.Abbr. 反之亦然
vicelike	adj.牢固的，坚实的(
vichy government	n.恶政
vicinity	n.接近
vicious	a.残酷的，危险的
vicissitude	n.变迁兴衰
vicissitudes	n．（人生的）盛衰，变迁
vicissitudinous	a.有变化的，变迁的
victim	n.牺牲品,受害
victimize	v.使受害，迫害
victor	n.&
victuals	n．食物，饮食
vie	v.竞争
vigil	n.守夜，值夜
vigilant	a.机警的，警惕的
vigor	n.体力
vigorous	a.精力旺盛的，健壮的
vile	a.恶劣的，卑鄙的
vilify	v.辱骂，诽谤
villain	n.恶棍
villainous	adj．邪恶的，恶毒的
villainy	n.邪恶,腐化堕落,道德败坏;(复)犯罪行为
villein	n.农奴
vim	n．精力，活力
vindicate	v.为…平反；证明…正确
vindication	n．洗冤，证实
vindictive	a.报复性的
vine	n.葡萄藤, 蔓
vinegar	n.醋
vinegared	adj．酸的，尖刻的
vineyard	n.葡萄园
vintage	n.酒产地
vintner	n.酒商
vinyl	n.［化］乙烯基，塑料
viola	n.中提琴
violate	v.违反，触犯
violation	v.违反，违背
violent	a.剧烈的，猛力的；强暴的，由暴力引起的
violet	a.紫罗兰色的；n.紫罗兰
viper	n.蝰蛇
virago	n.泼妇
viral	a.病毒性的，由病毒引起的
virgin	n.处女;贞女,
virgin soil	n.未垦植之土地
virile	adj．有男子气的，雄健的
virility	n．雄劲，丈夫气
virtual	a.实质上的，实际上的(但未获名义上或正式的承认)
virtually	ad.事实上，几乎，实行上
virtue	n.正直，善良
virtuosity	n.精湛技巧，高超
virtuoso	n.演艺精湛的人
virtuous	a.有美德的；(贬)自命清高的
virulent	a.剧毒的；恶毒的
virus	n.病毒
visa	n.签证
visage	n．脸，面貌
visceral	a.出自内心的
viscid	a.粘性的
viscosity	n．粘度，粘性
viscous	a.黏性的，半流质的
vise	n.夹钳，台钳
visible	a.看得见的，可见的；明显的
vision	n.视力；眼力
visionary	a.有远见的；幻想的，空想的；n.空想家
vista	n.远景；展望
visual	a.看的,视力的;栩栩如生的
visualize	v. 使看得见,使具体化,想象,设想
vital	a.极其重要的；充满活力的
vitalize	v.激发活力，使有生气
vitamin	n.维生素
vitiate	v.削弱，损害
vitreous	a.玻璃做的
vitrify	v.使成玻璃
vitriolic	a.刻薄的，恶意的
vituperate	v.痛斥，辱骂
vituperative	a.辱骂的
vivacious	a.活泼的，快活的
vivacity	n.活泼
vivid	a.(颜色)清晰的，鲜艳的；生动的，活泼的，逼真的
vividness	n.鲜艳,活泼,生动;逼真
vivisection	n.活体解剖
vixen	n．雌狐，泼妇
vocabulary	n.词汇(量)；词汇表
vocal	a.有声的;口述的;畅言无忌的
vocalist	n.流行歌手，声乐家
vocation	n.擅长；工作，职业
vocational	a.职业的，业务的
vociferate	v．大叫大嚷，叫喊
vociferous	adj．喧哗的，大叫大嚷的
vogue	n.时髦，时尚；a.流行的
voice	n.嗓音，声音；意见；语态 v.表达
void	a.空的，缺乏的；n.空隙，空处；空虚感
volatile	a.反复无常的；挥发性的
volcanic	a. 火山的
volcano	n.火山
volition	n.决断力；意志
volley	n.齐发，群射；v.齐发，群射；(足球、网球)截击
voltage	n.电压
volubility	n．健谈，流畅
voluble	a.健谈的，说话快而流利的；旋转的
volume	n.音量；容积，容量；书卷，卷册
voluminous	a.长篇的；大量的
voluntary	a.自愿的，志愿的
volunteer	n.自愿者 v.自告奋勇(去做) vi.自愿
voluptuary	n．耽于逸乐的人
voluptuous	a.撩人的，性感的；沉溺于酒色的，奢侈淫逸的
vomit	v. 吐出,呕吐
voodoo	n.伏都教
voracious	a.狼吞虎咽的，极饿的；贪婪的，贪吃的
voracity	n.贪婪
vortex	n．漩涡，漩风
votary	n.崇拜者，热心支持者
vote	n.选票;票
vouch	v.担保，证明
voucher	n. 证人,保证人,凭单,凭证
vouchsafe	v.赐予，俯见
vow	v.宣誓, 发誓
voyeur	n．窥淫狂者，窥隐私者
vulgar	a.无教养的，粗俗的
vulgarity	n．粗俗，低级
vulnerable	a.易受攻击的
vulpine	adj．狐狸的，狡猾的
vulture	n.秃鹫
vying	a.竞争的
wacky	adj．（行为等）古怪的，愚蠢的
waddle	v.(鸭子等)摇摇摆摆地走
wade	v．涉水，水
waffle	n.蛋奶烘饼；v.胡扯或乱写
waft	v.飘浮，飘荡
wag	v.(狗尾巴等)摆动；n.诙谐幽默者
wage	v.开始，进行(战争，运动)
wager	n. 赌,赌博,赌物
waggish	a.诙谐的，滑稽的
waggon	n.四轮马车
waif	n.极瘦弱的人
wail	v．哀号，痛哭
wainscot	n.护壁板，adj.用……装饰
waive	v．放弃，推迟考虑
wall street	n.华尔街
wallaby	n. 小袋鼠,澳洲土人
wallop	v．n．重击，猛打
wallow	v．n．（猪等）在泥水中打滚，沉溺于
walrus	n.海象
wan	a.虚弱的；病容的，(面色)苍白憔悴的
wander	vi.漫游，漫步；走神，(神志)恍惚
wanderlust	n.漫游癖，旅游热
wane	v.减少，变小，衰微
wangle	v.(用计谋等)得到，取得
want	n.缺乏，贫困，需要
wanton	adj．顽皮的，放纵的
warble	v.啭鸣
ward	防止，挡住
warden	n．看守人，管理员
wardrobe	n.衣橱；全部服装
ware	n.商品
warehouse	n.仓库，货栈
warfare	n．战争，斗争状态
warmonger	n.好战者，战争贩子
warp	v./n.翘起，弯曲(尤指因收缩或伸展不平所致)
warrant	n.正当理由；许可证
warranted	a.保证的；凭正当理由的
warranty	n.保证(期)；辩解；有正当理由；批准
warren	n.兔子窝
warrior	n.战士,斗士
wary	a.谨慎的，小心翼翼的
washout	n.冲刷，失败
wasp	n.黄蜂，马蜂
waspish	adj．易怒的，尖刻的
waste	v.使身体消瘦，损耗
wastrel	n.挥霍无度的人
waterfall	n.瀑布
watershed	n.分水岭，转折点
wavelength	n.波长
waver	v.动摇，犹豫
wavy	adj．波浪形的，起伏的
wax	n.蜡；v.给…打蜡；盈，逐渐增大
waylay	v.拦截;伏击
wayside	n.路边,a.路边的
wayward	a.任性的
wean	v.(孩子)断奶；戒掉(恶习)
wearisome	a.使人感到疲倦或厌倦的
weary	a.疲劳的，令人厌倦的；v.厌烦
weasel	n.黄鼠狼，鼬；v.逃避(责任，承诺等)
weather	v.经受住，平安度过危难
weave	v.织，编
web	n.蜘蛛网，网状物
wedge	n.楔 v.楔入；挤入
wedge-shaped	a.楔形的
weed	n.杂草，野草；v.除草
weird	adj．古怪的，荒唐的
weld	v.焊接，熔接；结合
welfare	n.幸福，康乐，福利
well-being	n.健康,幸福,福利
well-bred	a.有教养的
well-groomed	a.非常整洁的
well-to-do	a.富裕的
welsh	v．赖债不还，失信
welt	n.红肿,条痕
welter	n.混乱，混杂
wend	p.走，行，去，往
weskit	n.马甲，紧身背心
whacked	adj.精疲力尽的
whale	n.鲸
wharf	n.码头
whatever	pron.无论什么 a.不管怎么样的
wheat	n.小麦
wheedle	v.(用花言巧语)哄骗
wheeze	v.喘息
whelm	v．用…覆盖，淹没
whelp	n.幼兽
whence	adv. ((文语.古))
whereas	conj.鉴于；然而，但是，尽管
whereby	ad.(关系副词)由此
wherry	n.小船，舢板
whet	v.磨快；刺激
whetstone	n.磨刀石
whiff	v./n.些微的气味、空气
whilst	conj. 当...的时候
whim	n.突然的念头，一时兴起，怪念头
whimper	v．悲嗥，鸣咽
whimsical	a.古怪的，异想天开的；反复无常的
whimsy	n.怪念头，异想天开
whine	v.哀号，号哭
whinny	v.嘶鸣
whip	n.鞭子 v.鞭打；击败 vi.快速或突然移动
whirl	v.,vi.&n.(使)旋转
whirligig	n.旋转木马;循环变迁
whirlpool	n.漩涡
whirlwind	n. 旋风
whisky	n.威士忌酒
whisper	v.耳语，低声说话
whistle	n.口哨，口哨声；汽笛声；v.吹口哨
whit	n．一点儿，少量
white dwarf	n.白矮星
whiting	n. 白粉,白垩
whittle	v.削(木头)；削减
whole number	n.整数
wholesale	n.批发大批的,全部的
wholesome	a.促进健康的
whorl	n.涡，螺旋状
wick	n.蜡烛芯；灯芯
wicked	a.极坏的；淘气的
width	宽
wield	v.支配，掌权
wig	n.假发
wiggle	v．扭动，蠕动
wigwag	v.摆动
wilderness	n.[pl.]荒地；(海、平原等)无边际的延伸
wile	n．诡计，花言巧语
wiles	n.诡计，奸计
wiliness	n．狡猾，诡计多端
willful	a.任性的，固执的；故意的
willow	n.柳树
willowy	a.苗条的
willy-nilly	ad.不管愿不愿意,强迫地
wilt	v.使…凋谢，枯萎(因缺水)
wily	a.狡猾的
wimple	n.头巾，v.用头巾围
wince	v.避开，畏缩
wind	结束, 终止
windbag	n.多话之人
windfall	n.意外之财;横财
winding	a.蜿蜒的，迂回的
windshield	n.挡风玻璃
windy	a.有风的；长篇累牍的
wing	n.翼;翅膀
wingspan	n.翼展=wingspread
wink	v.使眼色；n.眨眼
winkle	n.滨螺，蛾螺，玉黍螺（可食用）
winning	a.迷人的;可爱的
winnow	v.把(谷物)的杂质吹掉
winsome	a.媚人的，漂亮的
wiretap	v.搭线窃听
wisdom	n.智慧；古训，至理名言
wisp	n.缕，绺
wispy	a.稀疏的
wistful	a.惆怅的，渴望的(尤指对过去的或不可得之物)
wit	n.智力，机智
witch	n.女巫，巫婆
withdraw	v.撤退，收回；隐居
withdrawn	adj．隐退的，离群的
wither	v.枯萎，凋零
withhold	v.扣留，保留
without	n.外面,外部
withstand	v.顶住，经受住
witness	n.目击者；v.目击
witticism	n.妙语，俏皮话
witty	a.机智的;措辞巧妙的,诙谐的
wizardry	n.非凡的成就，杰作
wizen	a.凋谢的，枯萎的
wizened	a.干皱的
wobble	v.摇动，颤动；犹豫
woe	n.悲痛，苦难
woeful	adj．悲伤的
wold	n.荒原，山地
womb	n.(解)子宫;发源地.孕育处from
wont	a.惯常的
woo	v.向(女人)求爱；争取…的支持
woodchuck	n.［动］工拨鼠
woodcut	n.木刻，木刻画
woozy	adj.糊里糊涂的，头昏的
word-processor	n.文字处理机
wording	n. 印字,语法,措词
workaholic	n. 工作第一的人,专心工作的人
worldly	adj.尘世的；世俗的
worm	n.蠕虫
worship	v./n.崇拜，敬仰
worthwhile	a.值得干的，有价值的
wraith	n．幽灵，骨瘦如柴的人
wrangle	v．争论，激辩，吵架
wrangler	n.口角者，争论者；牧马者
wrap	n.披肩，围巾 v.包，裹
wrath	n．愤怒，大怒
wreak	v.泄(怒);露出(恶意)发脾气
wreath	n.花圈,花冠,花环;圈状物
wreathe	v．完全笼罩，把…做成花环
wreck	n.沉船；毁灭 vi.(船只等)失事 v.使失事
wreckage	n．残骸，碎片
wrench	v.扭，拧；n.板钳，扳手
wrest	v.攫取，抢夺
wrestle	n.摔交；斗争，搏斗
wretched	a.可怜的，不幸的
wrinkle	n.皱纹；妙计，好主意
wrist	n.腕，腕关节
wristband	n.(衬衫等的)袖口
writ	n.命令状，书面命令
write-off	v.注销,勾销(债款等);写信寄出
writhe	v.挣扎：扭动
wroth	a.激怒的
wrought	a.做成的，精炼的
wry	a.扭曲的；讽刺性幽默的
X-ray	n. X光照片
xenophobe	n.惧外者，排外者
xenophobia	n.仇外，排外
xerophyte	n.(植)旱生植物
yacht	n.帆船，游艇
yank	v.猛拉;猛拽
yard	n.码；院子，庭院
yarn	n.纱线
yaw	v．（船，飞机等）偏航
yawn	v.打呵欠
yearn	v.盼望，渴望
yeast	n.酵母；兴奋
yell	v.叫嚷
yellow fever	n.黄热病
yelp	v.狗吠
yen	n.渴望;热望
yeoman	n．自耕农，乡下人
yield	n.
yielding	a.弯曲自如的；柔顺的，依从的
yoke	n.牛轭；v.使结合，束缚
yokel	n.乡巴佬
yolk	n.蛋黄
yore	p.以前;往昔
yowl	v.嚎叫，惨叫，哀号
yummy	a.美味的
zany	a.古怪的
zeal	n.热心, 热情, 热忱
zealot	n．狂热份子，热心者
zealotry	n.狂热行为
zealous	adj．热心的，一心一意的
zenith	n.(天文)天顶；极点，顶峰
zephyr	n.和风；西风
zest	n.极大的快乐，兴趣
zesty	a.有兴趣的
zigzag	n./a.之字形(的)；v.弯弯曲曲地行进
zinc	n.锌 v.在…上镀锌
zing	n.(子弹等的)尖啸声;精力,省略
zippy	adj.精神饱满的，喜悦
zone	v.分成区
zoning	n.分区制
zoology	n.动物学
zoom	v.急遽上升，(价格)猛增
